province_code,province_name,city_name,city_code,Latitude,Longitude,city_name_zh,city_name_zh2,province_name_zh,province_name_en,,,,,,,
430000 ,Hunan Province,Hengyang,430400,26.8881 ,112.6150 ,衡阳,衡阳,湖南,Hunan Province,,,,,,,
430000 ,Hunan Province,Shaoyang,430500,27.2500 ,111.4667 ,邵阳,邵阳,湖南,Hunan Province,,,,,,,
430000 ,Hunan Province,Yueyang,430600,29.3746 ,113.0948 ,岳阳,岳阳,湖南,Hunan Province,,,,,,,
430000 ,Hunan Province,Changde,430700,29.0333 ,111.6833 ,常德,常德,湖南,Hunan Province,,,,,,,
430000 ,Hunan Province,Zhangjiajie ,430800,29.1294 ,110.4789 ,张家界,张家界,湖南,Hunan Province,,,,,,,
430000 ,Hunan Province,Yiyang,430900,28.5892 ,112.3333 ,益阳,益阳,湖南,Hunan Province,,,,,,,
430000 ,Hunan Province,Chenzhou,431000,25.8000 ,113.0333 ,郴州,郴州,湖南,Hunan Province,,,,,,,
430000 ,Hunan Province,Yongzhou,431100,26.2167 ,111.6167 ,永州,永州,湖南,Hunan Province,,,,,,,
430000 ,Hunan Province,Huaihua,431200,27.5494 ,109.9592 ,怀化,怀化,湖南,Hunan Province,,,,,,,
430000 ,Hunan Province,Loudi,431300,27.7344 ,111.9994 ,娄底,娄底,湖南,Hunan Province,,,,,,,
430000 ,Hunan Province,Xiangxi ,433100,28.7057 ,109.7333 ,湘西土家族苗族自治州,湘西,湖南,Hunan Province,,,,,,,
440000 ,Guangdong Province,Guangzhou,440100,23.1167 ,113.2500 ,广州,广州,广东,Guangdong Province,,,,,,,
440000 ,Guangdong Province,Shaoguan,440200,24.8000 ,113.5833 ,韶关,韶关,广东,Guangdong Province,,,,,,,
440000 ,Guangdong Province,Shenzhen,440300,22.5455 ,114.0683 ,深圳,深圳,广东,Guangdong Province,,,,,,,
440000 ,Guangdong Province,Zhuhai,440400,22.2769 ,113.5678 ,珠海,珠海,广东,Guangdong Province,,,,,,,
440000 ,Guangdong Province,Shantou,440500,23.3667 ,116.7167 ,汕头,汕头,广东,Guangdong Province,,,,,,,
440000 ,Guangdong Province,Foshan,440600,23.0333 ,113.1167 ,佛山,佛山,广东,Guangdong Province,,,,,,,
440000 ,Guangdong Province,Jiangmen,440700,22.5833 ,113.0833 ,江门,江门,广东,Guangdong Province,,,,,,,
440000 ,Guangdong Province,Zhanjiang,440800,21.2000 ,110.3833 ,湛江,湛江,广东,Guangdong Province,,,,,,,
440000 ,Guangdong Province,Maoming,440900,21.6667 ,110.9333 ,茂名,茂名,广东,Guangdong Province,,,,,,,
440000 ,Guangdong Province,Zhaoqing,441200,23.0500 ,112.4667 ,肇庆,肇庆,广东,Guangdong Province,,,,,,,
440000 ,Guangdong Province,Huizhou,441300,23.1167 ,114.4167 ,惠州,惠州,广东,Guangdong Province,,,,,,,
440000 ,Guangdong Province,Meizhou,441400,24.3000 ,116.1167 ,梅州,梅州,广东,Guangdong Province,,,,,,,
440000 ,Guangdong Province,Shanwei,441500,22.7833 ,115.3500 ,汕尾,汕尾,广东,Guangdong Province,,,,,,,
440000 ,Guangdong Province,Heyuan,441600,23.7333 ,114.6833 ,河源,河源,广东,Guangdong Province,,,,,,,
440000 ,Guangdong Province,Yangjiang,441700,21.8500 ,111.9667 ,阳江,阳江,广东,Guangdong Province,,,,,,,
440000 ,Guangdong Province,Qingyuan,441800,23.7000 ,113.0333 ,清远,清远,广东,Guangdong Province,,,,,,,
440000 ,Guangdong Province,Dongguan,441900,23.0200 ,113.7500 ,东莞,东莞,广东,Guangdong Province,,,,,,,
440000 ,Guangdong Province,Zhongshan,442000,22.5167 ,113.3833 ,中山,中山,广东,Guangdong Province,,,,,,,
440000 ,Guangdong Province,Chaozhou,445100,23.6667 ,116.6333 ,潮州,潮州,广东,Guangdong Province,,,,,,,
440000 ,Guangdong Province,Xieyang,445200,23.5500 ,116.3667 ,揭阳,揭阳,广东,Guangdong Province,,,,,,,
440000 ,Guangdong Province,Yunfu,445300,22.9333 ,112.0333 ,云浮,云浮,广东,Guangdong Province,,,,,,,
450000 ,How's the Guangxi Zhuang Autonomous Region,Nanning,450100,22.8167 ,108.3167 ,南宁,南宁,广西,Guangxi Zhuang Autonomous Region,,,,,,,
450000 ,How's the Guangxi Zhuang Autonomous Region,Liuzhou,450200,24.3167 ,109.3833 ,柳州,柳州,广西,Guangxi Zhuang Autonomous Region,,,,,,,
450000 ,How's the Guangxi Zhuang Autonomous Region,Guilin,450300,25.2819 ,110.2864 ,桂林,桂林,广西,Guangxi Zhuang Autonomous Region,,,,,,,
450000 ,How's the Guangxi Zhuang Autonomous Region,Wuzhou,450400,23.4833 ,111.3167 ,梧州,梧州,广西,Guangxi Zhuang Autonomous Region,,,,,,,
450000 ,How's the Guangxi Zhuang Autonomous Region,Beihai,450500,21.4667 ,109.1000 ,北海,北海,广西,Guangxi Zhuang Autonomous Region,,,,,,,
450000 ,How's the Guangxi Zhuang Autonomous Region,Fangchenggang,450600,21.7695 ,108.3561 ,防城港,防城港,广西,Guangxi Zhuang Autonomous Region,,,,,,,
450000 ,How's the Guangxi Zhuang Autonomous Region,Qinzhou,450700,21.9730 ,108.6261 ,钦州,钦州,广西,Guangxi Zhuang Autonomous Region,,,,,,,
450000 ,How's the Guangxi Zhuang Autonomous Region,Guigang,450800,23.0964 ,109.6092 ,贵港,贵港,广西,Guangxi Zhuang Autonomous Region,,,,,,,
450000 ,How's the Guangxi Zhuang Autonomous Region,Yulin,450900,22.6333 ,110.1500 ,玉林,玉林,广西,Guangxi Zhuang Autonomous Region,,,,,,,
450000 ,How's the Guangxi Zhuang Autonomous Region,Baise,451000,23.9000 ,106.6167 ,百色,百色,广西,Guangxi Zhuang Autonomous Region,,,,,,,
450000 ,How's the Guangxi Zhuang Autonomous Region,Hezhou,451100,24.4036 ,111.5667 ,贺州,贺州,广西,Guangxi Zhuang Autonomous Region,,,,,,,
450000 ,How's the Guangxi Zhuang Autonomous Region,Hechi,451200,24.7000 ,108.0833 ,河池,河池,广西,Guangxi Zhuang Autonomous Region,,,,,,,
450000 ,How's the Guangxi Zhuang Autonomous Region,Laibin,451300,23.7000 ,109.2667 ,来宾,来宾,广西,Guangxi Zhuang Autonomous Region,,,,,,,
450000 ,How's the Guangxi Zhuang Autonomous Region,Chongzuo,451400,22.3773 ,107.3651 ,崇左,崇左,广西,Guangxi Zhuang Autonomous Region,,,,,,,
460000 ,Hainan Province,Haikou,460100,20.0458 ,110.3417 ,海口,海口,海南,Hainan Province,,,,,,,
460000 ,Hainan Province,Sanya,460200,18.2431 ,109.5050 ,三亚,三亚,海南,Hainan Province,,,,,,,
460000 ,Hainan Province,Sansha,460300,16.8339 ,112.3344 ,三沙,三沙,海南,Hainan Province,,,,,,,
460000 ,Hainan Province,Wuzhi,469001,18.7751 ,109.5169 ,五指山,五指山,海南,Hainan Province,,,,,,,
460000 ,Hainan Province,Qiuhai,469002,19.2592 ,110.4703 ,琼海,琼海,海南,Hainan Province,,,,,,,
460000 ,Hainan Province,Danzhou,469003,19.5211 ,109.5808 ,儋州,儋州,海南,Hainan Province,,,,,,,
460000 ,Hainan Province,Wenchang,469005,19.6270 ,110.7300 ,文昌,文昌,海南,Hainan Province,,,,,,,
460000 ,Hainan Province,Wanning,469006,18.8378 ,110.2875 ,万宁,万宁,海南,Hainan Province,,,,,,,
460000 ,Hainan Province,Dongfang,469007,19.0530 ,108.9310 ,东方,东方,海南,Hainan Province,,,,,,,
460000 ,Hainan Province,Dingan,469021,19.6980 ,110.3519 ,定安,定安,海南,Hainan Province,,,,,,,
460000 ,Hainan Province,Tunchang,469022,19.3633 ,110.0978 ,屯昌,屯昌,海南,Hainan Province,,,,,,,
460000 ,Hainan Province,Chengmai,469023,19.7519 ,110.0158 ,澄迈,澄迈,海南,Hainan Province,,,,,,,
460000 ,Hainan Province,Lingao,469024,19.9500 ,109.6850 ,临高,临高,海南,Hainan Province,,,,,,,
460000 ,Hainan Province,Baisha,469025,19.2269 ,109.4631 ,白沙,白沙,海南,Hainan Province,,,,,,,
460000 ,Hainan Province,Changjiang,469026,19.3660 ,109.0421 ,昌江,昌江,海南,Hainan Province,,,,,,,
460000 ,Hainan Province,Ledong,469027,18.7333 ,109.1667 ,乐东,乐东,海南,Hainan Province,,,,,,,
460000 ,Hainan Province,Lingshui,469028,18.5417 ,110.0333 ,陵水,陵水,海南,Hainan Province,,,,,,,
460000 ,Hainan Province,Baoting,469029,18.6367 ,109.7000 ,保亭,保亭,海南,Hainan Province,,,,,,,
460000 ,Hainan Province,Qiongzhou,469030,19.0333 ,109.8333 ,琼中,琼中,海南,Hainan Province,,,,,,,
500000 ,Chongqing,Chongqing,500000,29.5628 ,106.5528 ,重庆,重庆,重庆,Chongqing Municipality,,,,,,,
510000 ,Sichhuan Province,Chengdu,510100,30.5728 ,104.0668 ,成都,成都,四川,Sichuan Province,,,,,,,
510000 ,Sichhuan Province,Zigong,510300,29.4000 ,104.7833 ,自贡,自贡,四川,Sichuan Province,,,,,,,
510000 ,Sichhuan Province,Panzhihua,510400,26.5824 ,101.7184 ,攀枝花,攀枝花,四川,Sichuan Province,,,,,,,
510000 ,Sichhuan Province,Luzhou,510500,28.8828 ,105.4420 ,泸州,泸州,四川,Sichuan Province,,,,,,,
510000 ,Sichhuan Province,Deyang,510600,31.1302 ,104.3819 ,德阳,德阳,四川,Sichuan Province,,,,,,,
510000 ,Sichhuan Province,Mianyang,510700,31.4678 ,104.6796 ,绵阳,绵阳,四川,Sichuan Province,,,,,,,
510000 ,Sichhuan Province,Guangyuan,510800,32.4420 ,105.8230 ,广元,广元,四川,Sichuan Province,,,,,,,
510000 ,Sichhuan Province,Suining,510900,30.5080 ,105.5330 ,遂宁,遂宁,四川,Sichuan Province,,,,,,,
510000 ,Sichhuan Province,Neijiang,511000,29.5833 ,105.0667 ,内江,内江,四川,Sichuan Province,,,,,,,
510000 ,Sichhuan Province,Leshan,511100,29.5623 ,103.7639 ,乐山,乐山,四川,Sichuan Province,,,,,,,
510000 ,Sichhuan Province,Nanchong,511300,30.7951 ,106.0847 ,南充,南充,四川,Sichuan Province,,,,,,,
510000 ,Sichhuan Province,Meishan,511400,30.0754 ,103.8485 ,眉山,眉山,四川,Sichuan Province,,,,,,,
510000 ,Sichhuan Province,Yibin,511500,28.7667 ,104.6238 ,宜宾,宜宾,四川,Sichuan Province,,,,,,,
510000 ,Sichhuan Province,Guangan,511600,30.4833 ,106.6333 ,广安,广安,四川,Sichuan Province,,,,,,,
510000 ,Sichhuan Province,Dazhou,511700,31.2160 ,107.5000 ,达州,达州,四川,Sichuan Province,,,,,,,
510000 ,Sichhuan Province,Yaan,511800,29.9805 ,103.0133 ,雅安,雅安,四川,Sichuan Province,,,,,,,
510000 ,Sichhuan Province,Bazhong,511900,31.8679 ,106.7475 ,巴中,巴中,四川,Sichuan Province,,,,,,,
510000 ,Sichhuan Province,Ziyang,512000,30.1289 ,104.6276 ,资阳,资阳,四川,Sichuan Province,,,,,,,
510000 ,Sichhuan Province,Aba,513200,31.8994 ,102.2247 ,阿坝,阿坝,四川,Sichuan Province,,,,,,,
510000 ,Sichhuan Province,Ganzi,513300,31.6274 ,99.9930 ,甘孜,甘孜,四川,Sichuan Province,,,,,,,
510000 ,Sichhuan Province,Liangshan,513400,27.8816 ,102.2673 ,凉山,凉山,四川,Sichuan Province,,,,,,,
520000 ,Guizhou Province,Guiyang,520100,26.6470 ,106.6300 ,贵阳,贵阳,贵州,Guizhou Province,,,,,,,
520000 ,Guizhou Province,Liupanshui,520200,26.5930 ,104.8300 ,六盘水,六盘水,贵州,Guizhou Province,,,,,,,
520000 ,Guizhou Province,Zunyi,520300,27.7285 ,106.9263 ,遵义,遵义,贵州,Guizhou Province,,,,,,,
520000 ,Guizhou Province,Anshun,520400,26.2455 ,105.9340 ,安顺,安顺,贵州,Guizhou Province,,,,,,,
520000 ,Guizhou Province,Bijie,520500,27.3017 ,105.2863 ,毕节,毕节,贵州,Guizhou Province,,,,,,,
520000 ,Guizhou Province,Tongren,520600,27.7172 ,109.1870 ,铜仁,铜仁,贵州,Guizhou Province,,,,,,,
520000 ,Guizhou Province,Tongren,522200,27.7172 ,109.1853 ,铜仁,铜仁,贵州,Guizhou Province,,,,,,,
520000 ,Guizhou Province,Qianxinan,522300,25.0917 ,104.8955 ,黔西南,黔西南,贵州,Guizhou Province,,,,,,,
520000 ,Guizhou Province,Bijie,522400,27.3125 ,105.2942 ,毕节,毕节,贵州,Guizhou Province,,,,,,,
520000 ,Guizhou Province,Qiandongnan,522600,26.5830 ,107.9846 ,黔东南,黔东南,贵州,Guizhou Province,,,,,,,
520000 ,Guizhou Province,Qiannan,522700,26.2543 ,107.5211 ,黔南,黔南,贵州,Guizhou Province,,,,,,,
530000 ,Yunnan Province,Kunming,530100,25.0433 ,102.7061 ,昆明,昆明,云南,Yunnan Province,,,,,,,
530000 ,Yunnan Province,Qujing,530300,25.4900 ,103.7960 ,曲靖,曲靖,云南,Yunnan Province,,,,,,,
530000 ,Yunnan Province,Yuxi,530400,24.3518 ,102.5439 ,玉溪,玉溪,云南,Yunnan Province,,,,,,,
530000 ,Yunnan Province,Baoshan,530500,25.1120 ,99.1610 ,保山,保山,云南,Yunnan Province,,,,,,,
530000 ,Yunnan Province,Shaotong,530600,27.3382 ,103.7172 ,昭通,昭通,云南,Yunnan Province,,,,,,,
530000 ,Yunnan Province,Lijiang,530700,26.8651 ,100.2293 ,丽江,丽江,云南,Yunnan Province,,,,,,,
530000 ,Yunnan Province,Puer,530800,22.8252 ,100.9665 ,普洱,普洱,云南,Yunnan Province,,,,,,,
530000 ,Yunnan Province,Lincang,530900,23.8835 ,100.0888 ,临沧,临沧,云南,Yunnan Province,,,,,,,
530000 ,Yunnan Province,Chuxiong,532300,25.0450 ,101.5281 ,楚雄彝族自治州,楚雄,云南,Yunnan Province,,,,,,,
530000 ,Yunnan Province,Honghe,532500,23.3660 ,103.3842 ,红河哈尼族彝族自治州,红河,云南,Yunnan Province,,,,,,,
530000 ,Yunnan Province,Wenshan,532600,23.3690 ,104.2500 ,文山壮族苗族自治州,文山,云南,Yunnan Province,,,,,,,
530000 ,Yunnan Province,Xishuangbanna,532800,21.9730 ,100.4498 ,西双版纳傣族自治州,西双版,云南,Yunnan Province,,,,,,,
530000 ,Yunnan Province,Dali,532900,25.6065 ,100.2676 ,大理白族自治州,大理,云南,Yunnan Province,,,,,,,
530000 ,Yunnan Province,Dehong,533100,24.4367 ,98.5886 ,德宏傣族景颇族自治州,德宏,云南,Yunnan Province,,,,,,,
530000 ,Yunnan Province,Nujiiang,533300,25.8500 ,98.8500 ,怒江傈僳族自治州,怒江,云南,Yunnan Province,,,,,,,
530000 ,Yunnan Province,Diqing,533400,27.8250 ,99.7078 ,迪庆藏族自治州,迪庆,云南,Yunnan Province,,,,,,,
540000 ,Tibet Autonomous Region,Lasa,540100,29.6525 ,91.1721 ,拉萨,拉萨,西藏,Tibet Autonomous Region,,,,,,,
540000 ,Tibet Autonomous Region,Changdu,542100,31.1667 ,97.2167 ,昌都,昌都,西藏,Tibet Autonomous Region,,,,,,,
540000 ,Tibet Autonomous Region,Shannan,542200,29.2406 ,91.7741 ,山南,山南,西藏,Tibet Autonomous Region,,,,,,,
540000 ,Tibet Autonomous Region,Rikaze,542300,29.2669 ,88.8806 ,日喀则,日喀则,西藏,Tibet Autonomous Region,,,,,,,
540000 ,Tibet Autonomous Region,Naqu,542400,31.4762 ,92.0512 ,那曲,那曲,西藏,Tibet Autonomous Region,,,,,,,
540000 ,Tibet Autonomous Region,Ali,542500,32.5132 ,80.0979 ,阿里,阿里,西藏,Tibet Autonomous Region,,,,,,,
540000 ,Tibet Autonomous Region,Linzhi,542600,29.5729 ,94.4837 ,林芝,林芝,西藏,Tibet Autonomous Region,,,,,,,
610000 ,Shanxi Province,Xian,610100,34.2743 ,108.8892 ,西安,西安,陝西,Shaanxi Province,,,,,,,
610000 ,Shanxi Province,Tongchuan,610200,35.0806 ,109.0350 ,銅川,銅川,陝西,Shaanxi Province,,,,,,,
610000 ,Shanxi Province,Baoji,610300,34.3619 ,107.2370 ,宝鶏,宝鶏,陝西,Shaanxi Province,,,,,,,
610000 ,Shanxi Province,Xianyang,610400,34.3296 ,108.7090 ,咸陽,咸陽,陝西,Shaanxi Province,,,,,,,
610000 ,Shanxi Province,Weinan,610500,34.4990 ,109.5090 ,渭南,渭南,陝西,Shaanxi Province,,,,,,,
610000 ,Shanxi Province,Yanan,610600,36.5965 ,109.4890 ,延安,延安,陝西,Shaanxi Province,,,,,,,
610000 ,Shanxi Province,Hanzhong,610700,33.0675 ,107.0238 ,漢中,漢中,陝西,Shaanxi Province,,,,,,,
610000 ,Shanxi Province,Yulin,610800,38.2854 ,109.7416 ,榆林,榆林,陝西,Shaanxi Province,,,,,,,
610000 ,Shanxi Province,Ankang,610900,32.6847 ,109.0290 ,安康,安康,陝西,Shaanxi Province,,,,,,,
610000 ,Shanxi Province,Shangluo,611000,33.8690 ,109.9400 ,商洛,商洛,陝西,Shaanxi Province,,,,,,,
620000 ,Gansu Province,Lanzhou,620100,36.0570 ,103.8288 ,兰州,兰州,甘肃,Gansu Province,,,,,,,
620000 ,Gansu Province,Jiayugu,620200,39.8167 ,98.3000 ,嘉峪关,嘉峪关,甘肃,Gansu Province,,,,,,,
620000 ,Gansu Province,Jinchang,620300,38.4953 ,102.1739 ,金昌,金昌,甘肃,Gansu Province,,,,,,,
620000 ,Gansu Province,Baiying,620400,36.5469 ,104.1380 ,白银,白银,甘肃,Gansu Province,,,,,,,
620000 ,Gansu Province,Tianshui,620500,34.5815 ,105.7248 ,天水,天水,甘肃,Gansu Province,,,,,,,
620000 ,Gansu Province,Wuwei,620600,37.9267 ,102.6380 ,武威,武威,甘肃,Gansu Province,,,,,,,
620000 ,Gansu Province,Zangye,620700,38.9333 ,100.4500 ,张掖,张掖,甘肃,Gansu Province,,,,,,,
620000 ,Gansu Province,Pingliang,620800,35.5333 ,106.6833 ,平凉,平凉,甘肃,Gansu Province,,,,,,,
620000 ,Gansu Province,Jiuquan,620900,39.7432 ,98.5174 ,酒泉,酒泉,甘肃,Gansu Province,,,,,,,
620000 ,Gansu Province,Qingyang,621000,35.7382 ,107.6315 ,庆阳,庆阳,甘肃,Gansu Province,,,,,,,
620000 ,Gansu Province,Dingxi,621100,35.5750 ,104.6224 ,定西,定西,甘肃,Gansu Province,,,,,,,
620000 ,Gansu Province,Longnan,621200,33.3907 ,104.9170 ,陇南,陇南,甘肃,Gansu Province,,,,,,,
620000 ,Gansu Province,Linxia,622900,35.6012 ,103.2105 ,临夏,临夏,甘肃,Gansu Province,,,,,,,
620000 ,Gansu Province,Gannan,623000,34.9834 ,102.9110 ,甘南,甘南,甘肃,Gansu Province,,,,,,,
630000 ,Qinghai Province,Xining,630100,36.6255 ,101.7574 ,西宁,西宁,青海,Qinghai Province,,,,,,,
630000 ,Qinghai Province,Haidong,632100,36.5020 ,102.1043 ,海东,海东,青海,Qinghai Province,,,,,,,
630000 ,Qinghai Province,Haibei,632200,36.9595 ,100.9071 ,海北藏族自治州,海北,青海,Qinghai Province,,,,,,,
630000 ,Qinghai Province,Guoluo,632600,34.48,100.244,果洛藏族自治州,果洛,青海,Qinghai Province,,,,,,,
630000 ,Qinghai Province,Huangnanzhou,632300,35.5196,102.0156,黄南藏族自治州,黄南藏,青海,Qinghai Province,,,,,,,
630000 ,Qinghai Province,Hainanzhou,632500,36.2807,100.6204,海南藏族自治州,海南藏,青海,Qinghai Province,,,,,,,
630000 ,Qinghai Province,Yushuzhou,632700,33.0021,97.0065,玉树藏族自治州,玉树藏,青海,Qinghai Province,,,,,,,
630000 ,Qinghai Province,Haixizhou,632800,37.3631,97.3771,海西蒙古族藏族自治州,海西蒙,青海,Qinghai Province,,,,,,,
640000 ,Ningxia Hui Autonomous Region,Yinchuan,640100,38.4681 ,106.2736 ,银川,银川,宁夏回族自治区,Ningxia Hui Autonomous Region,,,,,,,
640000 ,Ningxia Hui Autonomous Region,Shizuishan,640200,39.2333 ,106.7694 ,石嘴山,石嘴山,宁夏回族自治区,Ningxia Hui Autonomous Region,,,,,,,
640000 ,Ningxia Hui Autonomous Region,Wuzhong,640300,37.9975 ,106.1984 ,吴忠,吴忠,宁夏回族自治区,Ningxia Hui Autonomous Region,,,,,,,
640000 ,Ningxia Hui Autonomous Region,Guyuan,640400,36.0159 ,106.2426 ,固原,固原,宁夏回族自治区,Ningxia Hui Autonomous Region,,,,,,,
640000 ,Ningxia Hui Autonomous Region,Zhongwei,640500,37.4999 ,105.1969 ,中卫,中卫,宁夏回族自治区,Ningxia Hui Autonomous Region,,,,,,,
650000 ,Xinjiang Uygur Autonomous Region,Wulumuqi,650100,43.8256 ,87.6169 ,乌鲁木齐市,乌鲁木齐,新疆维吾尔自治区,Xinjiang Uygur Autonomous Region,,,,,,,
650000 ,Xinjiang Uygur Autonomous Region,Kelamayi,650200,45.5799 ,84.8892 ,克拉玛依市,克拉玛依,新疆维吾尔自治区,Xinjiang Uygur Autonomous Region,,,,,,,
650000 ,Xinjiang Uygur Autonomous Region,Tulufan,652100,42.9513 ,89.1890 ,吐鲁番市,吐鲁番,新疆维吾尔自治区,Xinjiang Uygur Autonomous Region,,,,,,,
650000 ,Xinjiang Uygur Autonomous Region,Hami,652200,42.8185 ,93.5150 ,哈密市,哈密,新疆维吾尔自治区,Xinjiang Uygur Autonomous Region,,,,,,,
650000 ,Xinjiang Uygur Autonomous Region,Changji,652300,44.0071 ,87.3046 ,昌吉回族自治州,昌吉,新疆维吾尔自治区,Xinjiang Uygur Autonomous Region,,,,,,,
650000 ,Xinjiang Uygur Autonomous Region,Boertala,652700,44.9057 ,82.0666 ,博尔塔拉蒙古自治州,博尔塔拉,新疆维吾尔自治区,Xinjiang Uygur Autonomous Region,,,,,,,
650000 ,Xinjiang Uygur Autonomous Region,Bayinguoleng,652800,41.7686 ,86.1459 ,巴音郭楞蒙古自治州,巴音郭楞,新疆维吾尔自治区,Xinjiang Uygur Autonomous Region,,,,,,,
650000 ,Xinjiang Uygur Autonomous Region,Akese,652900,41.1717 ,80.2698 ,阿克苏地区,阿克苏,新疆维吾尔自治区,Xinjiang Uygur Autonomous Region,,,,,,,
650000 ,Xinjiang Uygur Autonomous Region,Kashi,653100,39.4704 ,75.9898 ,喀什地区,喀什,新疆维吾尔自治区,Xinjiang Uygur Autonomous Region,,,,,,,
650000 ,Xinjiang Uygur Autonomous Region,Hetian,653200,37.1143 ,79.9222 ,和田地区,和田,新疆维吾尔自治区,Xinjiang Uygur Autonomous Region,,,,,,,
650000 ,Xinjiang Uygur Autonomous Region,Yili,654000,43.9228 ,81.3245 ,伊犁哈萨克自治州,伊犁,新疆维吾尔自治区,Xinjiang Uygur Autonomous Region,,,,,,,
650000 ,Xinjiang Uygur Autonomous Region,Tacheng,654200,46.7453 ,82.9805 ,塔城地区,塔城,新疆维吾尔自治区,Xinjiang Uygur Autonomous Region,,,,,,,
650000 ,Xinjiang Uygur Autonomous Region,Aleke,654300,47.8480 ,88.1396 ,阿勒泰地区,阿勒,新疆维吾尔自治区,Xinjiang Uygur Autonomous Region,,,,,,,
650000 ,Xinjiang Uygur Autonomous Region,Kezi,653000,39.4704 ,75.9898 ,克孜勒苏柯尔克孜自治州,克孜,新疆维吾尔自治区,Xinjiang Uygur Autonomous Region,,,,,,,
650000 ,Xinjiang Uygur Autonomous Region,Wujia,659000,44.2000 ,87.5500 ,五家渠市,五家,新疆维吾尔自治区,Xinjiang Uygur Autonomous Region,,,,,,,
650000 ,Xinjiang Uygur Autonomous Region,Heshi,659001,40.5419 ,82.9471 ,石河子市,石河,新疆维吾尔自治区,Xinjiang Uygur Autonomous Region,,,,,,,
650000 ,Xinjiang Uygur Autonomous Region,Tumu,659003,39.8676 ,79.0690 ,图木舒克市,图木,新疆维吾尔自治区,Xinjiang Uygur Autonomous Region,,,,,,,
810000 ,Hong Kong Special Administrative Region ,Hong Kong,810000,22.3027 ,114.1772 ,香港,香港,香港特別行政區,Hong Kong Special Administrative Region,,,,,,,
820000 ,Macao Special Administrative Region,Macao,820000,22.2109 ,113.5530 ,澳門,澳門,門特別行政區,Macao Special Administrative Region,,,,,,,
710000 ,Taiwan,Taiwan,710000,23.6978 ,120.9605 ,台湾,台湾,台湾省,Taiwan Province,,,,,,,
